Country,Localite,Category,Value,Date
Sierra Leone,Kenema,Confirmed cases,417,09/22/14
Sierra Leone,Kenema,Deaths,233,09/22/14
Sierra Leone,Kenema,New cases,1,09/22/14
Sierra Leone,Kenema,Probable cases,0,09/22/14
Sierra Leone,Kenema,Suspected cases,33,09/22/14
Sierra Leone,Koinadugu,Cases,0,09/22/14
Sierra Leone,Koinadugu,Confirmed cases,0,09/22/14
Sierra Leone,Koinadugu,Deaths,0,09/22/14
Sierra Leone,Koinadugu,New cases,0,09/22/14
Sierra Leone,Koinadugu,Probable cases,0,09/22/14
Sierra Leone,Koinadugu,Suspected cases,0,09/22/14
Sierra Leone,Kono,Cases,58,09/22/14
Sierra Leone,Kono,Confirmed cases,18,09/22/14
Sierra Leone,Kono,Deaths,3,09/22/14
Sierra Leone,Kono,New cases,0,09/22/14
Sierra Leone,Kono,Probable cases,1,09/22/14
Sierra Leone,Kono,Suspected cases,39,09/22/14
Sierra Leone,Moyamba,Cases,47,09/22/14
Sierra Leone,Moyamba,Confirmed cases,42,09/22/14
Sierra Leone,Moyamba,Deaths,7,09/22/14
Sierra Leone,Moyamba,New cases,1,09/22/14
Sierra Leone,Moyamba,Probable cases,0,09/22/14
Sierra Leone,Moyamba,Suspected cases,5,09/22/14
Sierra Leone,National,Cases,"1,967",09/22/14
Sierra Leone,National,Confirmed cases,"1,775",09/22/14
Sierra Leone,National,Deaths,554,09/22/14
Sierra Leone,National,New cases,33,09/22/14
Sierra Leone,National,Probable cases,37,09/22/14
Sierra Leone,National,Suspected cases,155,09/22/14
Sierra Leone,Port Loko,Cases,194,09/22/14
Sierra Leone,Port Loko,Confirmed cases,187,09/22/14
Sierra Leone,Port Loko,Deaths,19,09/22/14
Sierra Leone,Port Loko,New cases,0,09/22/14
Sierra Leone,Port Loko,Probable cases,1,09/22/14
Sierra Leone,Port Loko,Suspected cases,6,09/22/14
Sierra Leone,Pujehun,Cases,14,09/22/14
Sierra Leone,Pujehun,Confirmed cases,13,09/22/14
Sierra Leone,Pujehun,Deaths,1,09/22/14
Sierra Leone,Pujehun,New cases,0,09/22/14
Sierra Leone,Pujehun,Probable cases,0,09/22/14
Sierra Leone,Pujehun,Suspected cases,1,09/22/14
Sierra Leone,Tonkolili,Cases,62,09/22/14
Sierra Leone,Tonkolili,Confirmed cases,59,09/22/14
Sierra Leone,Tonkolili,Deaths,3,09/22/14
Sierra Leone,Tonkolili,New cases,4,09/22/14
Sierra Leone,Tonkolili,Probable cases,0,09/22/14
Sierra Leone,Tonkolili,Suspected cases,3,09/22/14
Sierra Leone,Western area rural,Cases,103,09/22/14
Sierra Leone,Western area rural,Confirmed cases,96,09/22/14
Sierra Leone,Western area rural,Deaths,3,09/22/14
Sierra Leone,Western area rural,New cases,12,09/22/14
Sierra Leone,Western area rural,Probable cases,0,09/22/14
Sierra Leone,Western area rural,Suspected cases,7,09/22/14
Sierra Leone,Western area urban,Cases,185,09/22/14
Sierra Leone,Western area urban,Confirmed cases,172,09/22/14
Sierra Leone,Western area urban,Deaths,10,09/22/14
Sierra Leone,Western area urban,New cases,7,09/22/14
Sierra Leone,Western area urban,Probable cases,1,09/22/14
Sierra Leone,Western area urban,Suspected cases,12,09/22/14
Guinea,Boffa,Cases,24,09/23/14
Guinea,Boffa,Confirmed cases,19,09/23/14
Guinea,Boffa,Deaths,16,09/23/14
Guinea,Boffa,New cases,0,09/23/14
Guinea,Boffa,Probable cases,5,09/23/14
Guinea,Boffa,Suspected cases,0,09/23/14
Guinea,Conakry,Cases,170,09/23/14
Guinea,Conakry,Confirmed cases,149,09/23/14
Guinea,Conakry,Deaths,72,09/23/14
Guinea,Conakry,New cases,12,09/23/14
Guinea,Conakry,Probable cases,8,09/23/14
Guinea,Conakry,Suspected cases,13,09/23/14
Guinea,Coyah,Cases,9,09/23/14
Guinea,Coyah,Confirmed cases,9,09/23/14
Guinea,Coyah,Deaths,5,09/23/14
Guinea,Coyah,New cases,0,09/23/14
Guinea,Coyah,Probable cases,0,09/23/14
Guinea,Coyah,Suspected cases,0,09/23/14
Guinea,Dabola,Cases,4,09/23/14
Guinea,Dabola,Confirmed cases,1,09/23/14
Guinea,Dabola,Deaths,4,09/23/14
Guinea,Dabola,New cases,0,09/23/14
Guinea,Dabola,Probable cases,3,09/23/14
Guinea,Dabola,Suspected cases,0,09/23/14
Guinea,Dalaba,Cases,3,09/23/14
Guinea,Dalaba,Confirmed cases,3,09/23/14
Guinea,Dalaba,Deaths,0,09/23/14
Guinea,Dalaba,New cases,1,09/23/14
Guinea,Dalaba,Probable cases,0,09/23/14
Guinea,Dalaba,Suspected cases,0,09/23/14
Guinea,Dinguiraye,Cases,1,09/23/14
Guinea,Dinguiraye,Confirmed cases,0,09/23/14
Guinea,Dinguiraye,Deaths,1,09/23/14
Guinea,Dinguiraye,New cases,0,09/23/14
Guinea,Dinguiraye,Probable cases,1,09/23/14
Guinea,Dinguiraye,Suspected cases,0,09/23/14
Guinea,Dubreka,Cases,21,09/23/14
Guinea,Dubreka,Confirmed cases,21,09/23/14
Guinea,Dubreka,Deaths,7,09/23/14
Guinea,Dubreka,New cases,0,09/23/14
Guinea,Dubreka,Probable cases,0,09/23/14
Guinea,Dubreka,Suspected cases,0,09/23/14
Guinea,For?cariah,Cases,13,09/23/14
Guinea,For?cariah,Confirmed cases,11,09/23/14
Guinea,For?cariah,Deaths,7,09/23/14
Guinea,For?cariah,New cases,0,09/23/14
Guinea,For?cariah,Probable cases,0,09/23/14
Guinea,For?cariah,Suspected cases,2,09/23/14
Guinea,Gueckedou,Cases,362,09/23/14
Guinea,Gueckedou,Confirmed cases,243,09/23/14
Guinea,Gueckedou,Deaths,296,09/23/14
Guinea,Gueckedou,New cases,6,09/23/14
Guinea,Gueckedou,Probable cases,111,09/23/14
Guinea,Gueckedou,Suspected cases,8,09/23/14
Guinea,Kerouane,Cases,22,09/23/14
Guinea,Kerouane,Confirmed cases,22,09/23/14
Guinea,Kerouane,Deaths,5,09/23/14
Guinea,Kerouane,New cases,0,09/23/14
Guinea,Kerouane,Probable cases,0,09/23/14
Guinea,Kerouane,Suspected cases,0,09/23/14
Guinea,Kindia,Cases,1,09/23/14
Guinea,Kindia,Confirmed cases,1,09/23/14
Guinea,Kindia,Deaths,0,09/23/14
Guinea,Kindia,New cases,0,09/23/14
Guinea,Kindia,Probable cases,0,09/23/14
Guinea,Kindia,Suspected cases,0,09/23/14
Guinea,Kissidougou,Cases,8,09/23/14
Guinea,Kissidougou,Confirmed cases,3,09/23/14
Guinea,Kissidougou,Deaths,7,09/23/14
Guinea,Kissidougou,New cases,0,09/23/14
Guinea,Kissidougou,Probable cases,5,09/23/14
Guinea,Kissidougou,Suspected cases,0,09/23/14
Guinea,Kouroussa,Cases,4,09/23/14
Guinea,Kouroussa,Confirmed cases,2,09/23/14
Guinea,Kouroussa,Deaths,4,09/23/14
Guinea,Kouroussa,New cases,0,09/23/14
Guinea,Kouroussa,Probable cases,2,09/23/14
Guinea,Kouroussa,Suspected cases,0,09/23/14
Guinea,Macenta,Cases,348,09/23/14
Guinea,Macenta,Confirmed cases,325,09/23/14
Guinea,Macenta,Deaths,182,09/23/14
Guinea,Macenta,New cases,8,09/23/14
Guinea,Macenta,Probable cases,12,09/23/14
Guinea,Macenta,Suspected cases,11,09/23/14
Guinea,National,Cases,"1,074",09/23/14
Guinea,National,Confirmed cases,876,09/23/14
Guinea,National,Deaths,648,09/23/14
Guinea,National,New cases,28,09/23/14
Guinea,National,Probable cases,162,09/23/14
Guinea,National,Suspected cases,36,09/23/14
Guinea,Nzerekore,Cases,33,09/23/14
Guinea,Nzerekore,Confirmed cases,21,09/23/14
Guinea,Nzerekore,Deaths,21,09/23/14
Guinea,Nzerekore,New cases,1,09/23/14
Guinea,Nzerekore,Probable cases,11,09/23/14
Guinea,Nzerekore,Suspected cases,1,09/23/14
Guinea,Pita,Cases,8,09/23/14
Guinea,Pita,Confirmed cases,6,09/23/14
Guinea,Pita,Deaths,3,09/23/14
Guinea,Pita,New cases,0,09/23/14
Guinea,Pita,Probable cases,1,09/23/14
Guinea,Pita,Suspected cases,1,09/23/14
Guinea,Siguiri,Cases,6,09/23/14
Guinea,Siguiri,Confirmed cases,6,09/23/14
Guinea,Siguiri,Deaths,3,09/23/14
Guinea,Siguiri,New cases,0,09/23/14
Guinea,Siguiri,Probable cases,0,09/23/14
Guinea,Siguiri,Suspected cases,0,09/23/14
Guinea,Telimele,Cases,26,09/23/14
Guinea,Telimele,Confirmed cases,23,09/23/14
Guinea,Telimele,Deaths,10,09/23/14
Guinea,Telimele,New cases,0,09/23/14
Guinea,Telimele,Probable cases,3,09/23/14
Guinea,Telimele,Suspected cases,0,09/23/14
Guinea,Yomou,Cases,11,09/23/14
Guinea,Yomou,Confirmed cases,11,09/23/14
Guinea,Yomou,Deaths,5,09/23/14
Guinea,Yomou,New cases,0,09/23/14
Guinea,Yomou,Probable cases,0,09/23/14
Guinea,Yomou,Suspected cases,0,09/23/14
Liberia,Bomi County,Cases,85,09/23/14
Liberia,Bomi County,Confirmed cases,33,09/23/14
Liberia,Bomi County,Deaths,60,09/23/14
Liberia,Bomi County,New cases,0,09/23/14
Liberia,Bomi County,Probable cases,45,09/23/14
Liberia,Bomi County,Suspected cases,7,09/23/14
Liberia,Bong County,Cases,300,09/23/14
Liberia,Bong County,Confirmed cases,66,09/23/14
Liberia,Bong County,Deaths,93,09/23/14
Liberia,Bong County,New cases,25,09/23/14
Liberia,Bong County,Probable cases,67,09/23/14
Liberia,Bong County,Suspected cases,167,09/23/14
Liberia,Gbarpolu County,Cases,1,09/23/14
Liberia,Gbarpolu County,Confirmed cases,0,09/23/14
Liberia,Gbarpolu County,Deaths,0,09/23/14
Liberia,Gbarpolu County,New cases,0,09/23/14
Liberia,Gbarpolu County,Probable cases,0,09/23/14
Liberia,Gbarpolu County,Suspected cases,1,09/23/14
Liberia,Grand Bassa,Cases,110,09/23/14
Liberia,Grand Bassa,Confirmed cases,44,09/23/14
Liberia,Grand Bassa,Deaths,30,09/23/14
Liberia,Grand Bassa,New cases,1,09/23/14
Liberia,Grand Bassa,Probable cases,37,09/23/14
Liberia,Grand Bassa,Suspected cases,29,09/23/14
Liberia,Grand Cape Mount,Cases,17,09/23/14
Liberia,Grand Cape Mount,Confirmed cases,6,09/23/14
Liberia,Grand Cape Mount,Deaths,14,09/23/14
Liberia,Grand Cape Mount,New cases,0,09/23/14
Liberia,Grand Cape Mount,Probable cases,5,09/23/14
Liberia,Grand Cape Mount,Suspected cases,6,09/23/14
Liberia,Grand Gedeh,Cases,3,09/23/14
Liberia,Grand Gedeh,Confirmed cases,0,09/23/14
Liberia,Grand Gedeh,Deaths,2,09/23/14
Liberia,Grand Gedeh,New cases,0,09/23/14
Liberia,Grand Gedeh,Probable cases,0,09/23/14
Liberia,Grand Gedeh,Suspected cases,3,09/23/14
Liberia,Grand Kru,Cases,15,09/23/14
Liberia,Grand Kru,Confirmed cases,6,09/23/14
Liberia,Grand Kru,Deaths,8,09/23/14
Liberia,Grand Kru,New cases,1,09/23/14
Liberia,Grand Kru,Probable cases,6,09/23/14
Liberia,Grand Kru,Suspected cases,3,09/23/14
Liberia,Lofa County,Cases,769,09/23/14
Liberia,Lofa County,Confirmed cases,277,09/23/14
Liberia,Lofa County,Deaths,414,09/23/14
Liberia,Lofa County,New cases,6,09/23/14
Liberia,Lofa County,Probable cases,435,09/23/14
Liberia,Lofa County,Suspected cases,57,09/23/14
Liberia,Margibi County,Cases,567,09/23/14
Liberia,Margibi County,Confirmed cases,39,09/23/14
Liberia,Margibi County,Deaths,224,09/23/14
Liberia,Margibi County,New cases,16,09/23/14
Liberia,Margibi County,Probable cases,277,09/23/14
Liberia,Margibi County,Suspected cases,251,09/23/14
Liberia,Maryland County,Cases,8,09/23/14
Liberia,Maryland County,Confirmed cases,0,09/23/14
Liberia,Maryland County,Deaths,8,09/23/14
Liberia,Maryland County,New cases,0,09/23/14
Liberia,Maryland County,Probable cases,5,09/23/14
Liberia,Maryland County,Suspected cases,3,09/23/14
Liberia,Montserrado County,Cases,"1,320",09/23/14
Liberia,Montserrado County,Confirmed cases,352,09/23/14
Liberia,Montserrado County,Deaths,824,09/23/14
Liberia,Montserrado County,New cases,38,09/23/14
Liberia,Montserrado County,Probable cases,538,09/23/14
Liberia,Montserrado County,Suspected cases,430,09/23/14
Liberia,National,Cases,"3,450",09/23/14
Liberia,National,Confirmed cases,908,09/23/14
Liberia,National,Deaths,"1,819",09/23/14
Liberia,National,New cases,88,09/23/14
Liberia,National,Probable cases,"1,537",09/23/14
Liberia,National,Suspected cases,"1,005",09/23/14
Liberia,Nimba County,Cases,224,09/23/14
Liberia,Nimba County,Confirmed cases,77,09/23/14
Liberia,Nimba County,Deaths,126,09/23/14
Liberia,Nimba County,New cases,1,09/23/14
Liberia,Nimba County,Probable cases,116,09/23/14
Liberia,Nimba County,Suspected cases,31,09/23/14
Liberia,River Gee County,Cases,12,09/23/14
Liberia,River Gee County,Confirmed cases,0,09/23/14
Liberia,River Gee County,Deaths,6,09/23/14
Liberia,River Gee County,New cases,0,09/23/14
Liberia,River Gee County,Probable cases,3,09/23/14
Liberia,River Gee County,Suspected cases,9,09/23/14
Liberia,RiverCess County,Cases,10,09/23/14
Liberia,RiverCess County,Confirmed cases,4,09/23/14
Liberia,RiverCess County,Deaths,8,09/23/14
Liberia,RiverCess County,New cases,0,09/23/14
Liberia,RiverCess County,Probable cases,3,09/23/14
Liberia,RiverCess County,Suspected cases,3,09/23/14
Liberia,Sinoe County,Cases,9,09/23/14
Liberia,Sinoe County,Confirmed cases,4,09/23/14
Liberia,Sinoe County,Deaths,2,09/23/14
Liberia,Sinoe County,New cases,0,09/23/14
Liberia,Sinoe County,Probable cases,0,09/23/14
Liberia,Sinoe County,Suspected cases,5,09/23/14
Nigeria,Lagos,Cases,16,09/23/14
Nigeria,Lagos,Confirmed cases,15,09/23/14
Nigeria,Lagos,Deaths,6,09/23/14
Nigeria,Lagos,New cases,0,09/23/14
Nigeria,Lagos,Probable cases,1,09/23/14
Nigeria,Lagos,Suspected cases,0,09/23/14
Nigeria,National,Cases,20,09/23/14
Nigeria,National,Confirmed cases,19,09/23/14
Nigeria,National,Deaths,8,09/23/14
Nigeria,National,New cases,0,09/23/14
Nigeria,National,Probable cases,1,09/23/14
Nigeria,National,Suspected cases,0,09/23/14
Nigeria,Rivers,Cases,4,09/23/14
Nigeria,Rivers,Confirmed cases,4,09/23/14
Nigeria,Rivers,Deaths,2,09/23/14
Nigeria,Rivers,New cases,0,09/23/14
Nigeria,Rivers,Probable cases,0,09/23/14
Nigeria,Rivers,Suspected cases,0,09/23/14
Sierra Leone,Bo,Cases,104,09/23/14
Sierra Leone,Bo,Confirmed cases,84,09/23/14
Sierra Leone,Bo,Deaths,16,09/23/14
Sierra Leone,Bo,New cases,1,09/23/14
Sierra Leone,Bo,Probable cases,1,09/23/14
Sierra Leone,Bo,Suspected cases,19,09/23/14
Sierra Leone,Bombali,Cases,160,09/23/14
Sierra Leone,Bombali,Confirmed cases,149,09/23/14
Sierra Leone,Bombali,Deaths,9,09/23/14
Sierra Leone,Bombali,New cases,1,09/23/14
Sierra Leone,Bombali,Probable cases,1,09/23/14
Sierra Leone,Bombali,Suspected cases,10,09/23/14
Sierra Leone,Bonthe,Cases,3,09/23/14
Sierra Leone,Bonthe,Confirmed cases,1,09/23/14
Sierra Leone,Bonthe,Deaths,1,09/23/14
Sierra Leone,Bonthe,New cases,0,09/23/14
Sierra Leone,Bonthe,Probable cases,0,09/23/14
Sierra Leone,Bonthe,Suspected cases,2,09/23/14
Sierra Leone,Kailahun,Cases,579,09/23/14
Sierra Leone,Kailahun,Confirmed cases,529,09/23/14
Sierra Leone,Kailahun,Deaths,249,09/23/14
Sierra Leone,Kailahun,New cases,0,09/23/14
Sierra Leone,Kailahun,Probable cases,32,09/23/14
Sierra Leone,Kailahun,Suspected cases,18,09/23/14
Sierra Leone,Kambia,Cases,10,09/23/14
Sierra Leone,Kambia,Confirmed cases,10,09/23/14
Sierra Leone,Kambia,Deaths,1,09/23/14
Sierra Leone,Kambia,New cases,0,09/23/14
Sierra Leone,Kambia,Probable cases,0,09/23/14
Sierra Leone,Kambia,Suspected cases,0,09/23/14
Sierra Leone,Kenema,Cases,450,09/23/14
Sierra Leone,Kenema,Confirmed cases,417,09/23/14
Sierra Leone,Kenema,Deaths,234,09/23/14
Sierra Leone,Kenema,New cases,3,09/23/14
Sierra Leone,Kenema,Probable cases,0,09/23/14
Sierra Leone,Kenema,Suspected cases,33,09/23/14
Sierra Leone,Koinadugu,Cases,0,09/23/14
Sierra Leone,Koinadugu,Confirmed cases,0,09/23/14
Sierra Leone,Koinadugu,Deaths,0,09/23/14
Sierra Leone,Koinadugu,New cases,0,09/23/14
Sierra Leone,Koinadugu,Probable cases,0,09/23/14
Sierra Leone,Koinadugu,Suspected cases,0,09/23/14
Sierra Leone,Kono,Cases,59,09/23/14
Sierra Leone,Kono,Confirmed cases,18,09/23/14
Sierra Leone,Kono,Deaths,3,09/23/14
Sierra Leone,Kono,New cases,1,09/23/14
Sierra Leone,Kono,Probable cases,1,09/23/14
Sierra Leone,Kono,Suspected cases,40,09/23/14
Sierra Leone,Moyamba,Cases,60,09/23/14
Sierra Leone,Moyamba,Confirmed cases,50,09/23/14
Sierra Leone,Moyamba,Deaths,7,09/23/14
Sierra Leone,Moyamba,New cases,13,09/23/14
Sierra Leone,Moyamba,Probable cases,0,09/23/14
Sierra Leone,Moyamba,Suspected cases,10,09/23/14
Sierra Leone,National,Cases,"2,021",09/23/14
Sierra Leone,National,Confirmed cases,"1,816",09/23/14
Sierra Leone,National,Deaths,557,09/23/14
Sierra Leone,National,New cases,57,09/23/14
Sierra Leone,National,Probable cases,37,09/23/14
Sierra Leone,National,Suspected cases,168,09/23/14
Sierra Leone,Port Loko,Cases,212,09/23/14
Sierra Leone,Port Loko,Confirmed cases,201,09/23/14
Sierra Leone,Port Loko,Deaths,19,09/23/14
Sierra Leone,Port Loko,New cases,18,09/23/14
Sierra Leone,Port Loko,Probable cases,1,09/23/14
Sierra Leone,Port Loko,Suspected cases,10,09/23/14
Sierra Leone,Pujehun,Cases,17,09/23/14
Sierra Leone,Pujehun,Confirmed cases,16,09/23/14
Sierra Leone,Pujehun,Deaths,1,09/23/14
Sierra Leone,Pujehun,New cases,3,09/23/14
Sierra Leone,Pujehun,Probable cases,0,09/23/14
Sierra Leone,Pujehun,Suspected cases,1,09/23/14
Sierra Leone,Tonkolili,Cases,63,09/23/14
Sierra Leone,Tonkolili,Confirmed cases,60,09/23/14
Sierra Leone,Tonkolili,Deaths,4,09/23/14
Sierra Leone,Tonkolili,New cases,1,09/23/14
Sierra Leone,Tonkolili,Probable cases,0,09/23/14
Sierra Leone,Tonkolili,Suspected cases,3,09/23/14
Sierra Leone,Western area rural,Cases,112,09/23/14
Sierra Leone,Western area rural,Confirmed cases,103,09/23/14
Sierra Leone,Western area rural,Deaths,3,09/23/14
Sierra Leone,Western area rural,New cases,9,09/23/14
Sierra Leone,Western area rural,Probable cases,0,09/23/14
Sierra Leone,Western area rural,Suspected cases,9,09/23/14
Sierra Leone,Western area urban,Cases,192,09/23/14
Sierra Leone,Western area urban,Confirmed cases,178,09/23/14
Sierra Leone,Western area urban,Deaths,10,09/23/14
Sierra Leone,Western area urban,New cases,7,09/23/14
Sierra Leone,Western area urban,Probable cases,1,09/23/14
Sierra Leone,Western area urban,Suspected cases,13,09/23/14
Senegal,District Nord,Cases,1,09/24/14
Senegal,District Nord,Confirmed cases,1,09/24/14
Senegal,District Nord,Deaths,0,09/24/14
Senegal,District Nord,New cases,0,09/24/14
Senegal,District Nord,Probable cases,0,09/24/14
Senegal,District Nord,Suspected cases,0,09/24/14
Senegal,National,Cases,1,09/24/14
Senegal,National,Confirmed cases,1,09/24/14
Senegal,National,Deaths,0,09/24/14
Senegal,National,New cases,0,09/24/14
Senegal,National,Probable cases,0,09/24/14
Senegal,National,Suspected cases,0,09/24/14
Sierra Leone,Bo,Cases,102,09/24/14
Sierra Leone,Bo,Confirmed cases,82,09/24/14
Sierra Leone,Bo,Deaths,16,09/24/14
Sierra Leone,Bo,New cases,4,09/24/14
Sierra Leone,Bo,Probable cases,1,09/24/14
Sierra Leone,Bo,Suspected cases,19,09/24/14
Sierra Leone,Bombali,Cases,192,09/24/14
Sierra Leone,Bombali,Confirmed cases,180,09/24/14
Sierra Leone,Bombali,Deaths,9,09/24/14
Sierra Leone,Bombali,New cases,32,09/24/14
Sierra Leone,Bombali,Probable cases,1,09/24/14
Sierra Leone,Bombali,Suspected cases,11,09/24/14
Sierra Leone,Bonthe,Cases,3,09/24/14
Sierra Leone,Bonthe,Confirmed cases,1,09/24/14
Sierra Leone,Bonthe,Deaths,1,09/24/14
Sierra Leone,Bonthe,New cases,0,09/24/14
Sierra Leone,Bonthe,Probable cases,0,09/24/14
Sierra Leone,Bonthe,Suspected cases,2,09/24/14
Sierra Leone,Kailahun,Cases,579,09/24/14
Sierra Leone,Kailahun,Confirmed cases,529,09/24/14
Sierra Leone,Kailahun,Deaths,249,09/24/14
Sierra Leone,Kailahun,New cases,0,09/24/14
Sierra Leone,Kailahun,Probable cases,32,09/24/14
Sierra Leone,Kailahun,Suspected cases,18,09/24/14
Sierra Leone,Kambia,Cases,13,09/24/14
Sierra Leone,Kambia,Confirmed cases,12,09/24/14
Sierra Leone,Kambia,Deaths,1,09/24/14
Sierra Leone,Kambia,New cases,3,09/24/14
Sierra Leone,Kambia,Probable cases,0,09/24/14
Sierra Leone,Kambia,Suspected cases,1,09/24/14
Sierra Leone,Kenema,Cases,452,09/24/14
Sierra Leone,Kenema,Confirmed cases,422,09/24/14
Sierra Leone,Kenema,Deaths,234,09/24/14
Sierra Leone,Kenema,New cases,7,09/24/14
Sierra Leone,Kenema,Probable cases,0,09/24/14
Sierra Leone,Kenema,Suspected cases,30,09/24/14
Sierra Leone,Koinadugu,Cases,0,09/24/14
Sierra Leone,Koinadugu,Confirmed cases,0,09/24/14
Sierra Leone,Koinadugu,Deaths,0,09/24/14
Sierra Leone,Koinadugu,New cases,0,09/24/14
Sierra Leone,Koinadugu,Probable cases,0,09/24/14
Sierra Leone,Koinadugu,Suspected cases,0,09/24/14
Sierra Leone,Kono,Cases,59,09/24/14
Sierra Leone,Kono,Confirmed cases,18,09/24/14
Sierra Leone,Kono,Deaths,3,09/24/14
Sierra Leone,Kono,New cases,0,09/24/14
Sierra Leone,Kono,Probable cases,1,09/24/14
Sierra Leone,Kono,Suspected cases,40,09/24/14
Sierra Leone,Moyamba,Cases,60,09/24/14
Sierra Leone,Moyamba,Confirmed cases,50,09/24/14
Sierra Leone,Moyamba,Deaths,7,09/24/14
Sierra Leone,Moyamba,New cases,0,09/24/14
Sierra Leone,Moyamba,Probable cases,0,09/24/14
Sierra Leone,Moyamba,Suspected cases,10,09/24/14
Sierra Leone,National,Cases,"2,092",09/24/14
Sierra Leone,National,Confirmed cases,"1,885",09/24/14
Sierra Leone,National,Deaths,557,09/24/14
Sierra Leone,National,New cases,82,09/24/14
Sierra Leone,National,Probable cases,37,09/24/14
Sierra Leone,National,Suspected cases,170,09/24/14
Sierra Leone,Port Loko,Cases,225,09/24/14
Sierra Leone,Port Loko,Confirmed cases,213,09/24/14
Sierra Leone,Port Loko,Deaths,19,09/24/14
Sierra Leone,Port Loko,New cases,13,09/24/14
Sierra Leone,Port Loko,Probable cases,1,09/24/14
Sierra Leone,Port Loko,Suspected cases,11,09/24/14
Sierra Leone,Pujehun,Cases,17,09/24/14
Sierra Leone,Pujehun,Confirmed cases,16,09/24/14
Sierra Leone,Pujehun,Deaths,1,09/24/14
Sierra Leone,Pujehun,New cases,0,09/24/14
Sierra Leone,Pujehun,Probable cases,0,09/24/14
Sierra Leone,Pujehun,Suspected cases,1,09/24/14
Sierra Leone,Tonkolili,Cases,63,09/24/14
Sierra Leone,Tonkolili,Confirmed cases,60,09/24/14
Sierra Leone,Tonkolili,Deaths,4,09/24/14
Sierra Leone,Tonkolili,New cases,0,09/24/14
Sierra Leone,Tonkolili,Probable cases,0,09/24/14
Sierra Leone,Tonkolili,Suspected cases,3,09/24/14
Sierra Leone,Western area rural,Cases,123,09/24/14
Sierra Leone,Western area rural,Confirmed cases,113,09/24/14
Sierra Leone,Western area rural,Deaths,3,09/24/14
Sierra Leone,Western area rural,New cases,11,09/24/14
Sierra Leone,Western area rural,Probable cases,0,09/24/14
Sierra Leone,Western area rural,Suspected cases,10,09/24/14
Sierra Leone,Western area urban,Cases,204,09/24/14
Sierra Leone,Western area urban,Confirmed cases,189,09/24/14
Sierra Leone,Western area urban,Deaths,10,09/24/14
Sierra Leone,Western area urban,New cases,12,09/24/14
Sierra Leone,Western area urban,Probable cases,1,09/24/14
Sierra Leone,Western area urban,Suspected cases,14,09/24/14
Guinea,Beyla,Cases,1,09/25/14
Guinea,Beyla,Confirmed cases,1,09/25/14
Guinea,Beyla,Deaths,0,09/25/14
Guinea,Beyla,New cases,0,09/25/14
Guinea,Beyla,Probable cases,0,09/25/14
Guinea,Beyla,Suspected cases,0,09/25/14
Guinea,Boffa,Cases,24,09/25/14
Guinea,Boffa,Confirmed cases,19,09/25/14
Guinea,Boffa,Deaths,16,09/25/14
Guinea,Boffa,New cases,0,09/25/14
Guinea,Boffa,Probable cases,5,09/25/14
Guinea,Boffa,Suspected cases,0,09/25/14
Guinea,Conakry,Cases,180,09/25/14
Guinea,Conakry,Confirmed cases,160,09/25/14
Guinea,Conakry,Deaths,73,09/25/14
Guinea,Conakry,New cases,7,09/25/14
Guinea,Conakry,Probable cases,8,09/25/14
Guinea,Conakry,Suspected cases,12,09/25/14
Guinea,Coyah,Cases,9,09/25/14
Guinea,Coyah,Confirmed cases,9,09/25/14
Guinea,Coyah,Deaths,5,09/25/14
Guinea,Coyah,New cases,0,09/25/14
Guinea,Coyah,Probable cases,0,09/25/14
Guinea,Coyah,Suspected cases,0,09/25/14
Guinea,Dabola,Cases,4,09/25/14
Guinea,Dabola,Confirmed cases,1,09/25/14
Guinea,Dabola,Deaths,4,09/25/14
Guinea,Dabola,New cases,0,09/25/14
Guinea,Dabola,Probable cases,3,09/25/14
Guinea,Dabola,Suspected cases,0,09/25/14
Guinea,Dalaba,Cases,5,09/25/14
Guinea,Dalaba,Confirmed cases,5,09/25/14
Guinea,Dalaba,Deaths,0,09/25/14
Guinea,Dalaba,New cases,1,09/25/14
Guinea,Dalaba,Probable cases,0,09/25/14
Guinea,Dalaba,Suspected cases,0,09/25/14
Guinea,Dinguiraye,Cases,1,09/25/14
Guinea,Dinguiraye,Confirmed cases,0,09/25/14
Guinea,Dinguiraye,Deaths,1,09/25/14
Guinea,Dinguiraye,New cases,0,09/25/14
Guinea,Dinguiraye,Probable cases,1,09/25/14
Guinea,Dinguiraye,Suspected cases,0,09/25/14
Guinea,Dubreka,Cases,21,09/25/14
Guinea,Dubreka,Confirmed cases,21,09/25/14
Guinea,Dubreka,Deaths,7,09/25/14
Guinea,Dubreka,New cases,0,09/25/14
Guinea,Dubreka,Probable cases,0,09/25/14
Guinea,Dubreka,Suspected cases,0,09/25/14
Guinea,For?cariah,Cases,15,09/25/14
Guinea,For?cariah,Confirmed cases,11,09/25/14
Guinea,For?cariah,Deaths,9,09/25/14
Guinea,For?cariah,New cases,2,09/25/14
Guinea,For?cariah,Probable cases,2,09/25/14
Guinea,For?cariah,Suspected cases,2,09/25/14
Guinea,Gueckedou,Cases,362,09/25/14
Guinea,Gueckedou,Confirmed cases,244,09/25/14
Guinea,Gueckedou,Deaths,297,09/25/14
Guinea,Gueckedou,New cases,1,09/25/14
