Country,Localite,Category,Value,Date
Liberia,Grand Cape Mount,Suspected cases,47,12/11/14
Liberia,Grand Gedeh,Suspected cases,8,12/11/14
Liberia,Grand Kru,Suspected cases,14,12/11/14
Liberia,Lofa County,Suspected cases,171,12/11/14
Liberia,Margibi County,Suspected cases,409,12/11/14
Liberia,Maryland County,Suspected cases,17,12/11/14
Liberia,Montserrado County,Suspected cases,"1,732",12/11/14
Liberia,Nimba County,Suspected cases,78,12/11/14
Liberia,River Gee County,Suspected cases,7,12/11/14
Liberia,RiverCess County,Suspected cases,9,12/11/14
Liberia,Sinoe County,Suspected cases,21,12/11/14
Liberia,National,Suspected cases,"3,060",12/11/14
Liberia,Bomi County,Probable cases,74,12/11/14
Liberia,Bong County,Probable cases,33,12/11/14
Liberia,Gbarpolu County,Probable cases,3,12/11/14
Liberia,Grand Bassa,Probable cases,70,12/11/14
Liberia,Grand Cape Mount,Probable cases,50,12/11/14
Liberia,Grand Gedeh,Probable cases,0,12/11/14
Liberia,Grand Kru,Probable cases,18,12/11/14
Liberia,Lofa County,Probable cases,148,12/11/14
Liberia,Margibi County,Probable cases,464,12/11/14
Liberia,Maryland County,Probable cases,2,12/11/14
Liberia,Montserrado County,Probable cases,795,12/11/14
Liberia,Nimba County,Probable cases,131,12/11/14
Liberia,River Gee County,Probable cases,4,12/11/14
Liberia,RiverCess County,Probable cases,12,12/11/14
Liberia,Sinoe County,Probable cases,3,12/11/14
Liberia,National,Probable cases,"1,807",12/11/14
Liberia,Bomi County,Confirmed cases,137,12/11/14
Liberia,Bong County,Confirmed cases,135,12/11/14
Liberia,Gbarpolu County,Confirmed cases,10,12/11/14
Liberia,Grand Bassa,Confirmed cases,49,12/11/14
Liberia,Grand Cape Mount,Confirmed cases,68,12/11/14
Liberia,Grand Gedeh,Confirmed cases,2,12/11/14
Liberia,Grand Kru,Confirmed cases,4,12/11/14
Liberia,Lofa County,Confirmed cases,326,12/11/14
Liberia,Margibi County,Confirmed cases,383,12/11/14
Liberia,Maryland County,Confirmed cases,4,12/11/14
Liberia,Montserrado County,Confirmed cases,"1,676",12/11/14
Liberia,Nimba County,Confirmed cases,114,12/11/14
Liberia,River Gee County,Confirmed cases,8,12/11/14
Liberia,RiverCess County,Confirmed cases,20,12/11/14
Liberia,Sinoe County,Confirmed cases,16,12/11/14
Liberia,National,Confirmed cases,"2,952",12/11/14
Liberia,Bomi County,Cases,296,12/11/14
Liberia,Bong County,Cases,558,12/11/14
Liberia,Gbarpolu County,Cases,39,12/11/14
Liberia,Grand Bassa,Cases,165,12/11/14
Liberia,Grand Cape Mount,Cases,165,12/11/14
Liberia,Grand Gedeh,Cases,10,12/11/14
Liberia,Grand Kru,Cases,36,12/11/14
Liberia,Lofa County,Cases,645,12/11/14
Liberia,Margibi County,Cases,"1,256",12/11/14
Liberia,Maryland County,Cases,23,12/11/14
Liberia,Montserrado County,Cases,"4,203",12/11/14
Liberia,Nimba County,Cases,323,12/11/14
Liberia,River Gee County,Cases,19,12/11/14
Liberia,RiverCess County,Cases,41,12/11/14
Liberia,Sinoe County,Cases,40,12/11/14
Liberia,National,Cases,"7,819",12/11/14
Liberia,Bomi County,Deaths,161,12/11/14
Liberia,Bong County,Deaths,126,12/11/14
Liberia,Gbarpolu County,Deaths,10,12/11/14
Liberia,Grand Bassa,Deaths,71,12/11/14
Liberia,Grand Cape Mount,Deaths,88,12/11/14
Liberia,Grand Gedeh,Deaths,5,12/11/14
Liberia,Grand Kru,Deaths,27,12/11/14
Liberia,Lofa County,Deaths,384,12/11/14
Liberia,Margibi County,Deaths,558,12/11/14
Liberia,Maryland County,Deaths,19,12/11/14
Liberia,Montserrado County,Deaths,"1,751",12/11/14
Liberia,Nimba County,Deaths,54,12/11/14
Liberia,River Gee County,Deaths,8,12/11/14
Liberia,RiverCess County,Deaths,26,12/11/14
Liberia,Sinoe County,Deaths,14,12/11/14
Liberia,National,Deaths,"3,302",12/11/14
Liberia,Bomi County,New cases,0,12/12/14
Liberia,Bong County,New cases,4,12/12/14
Liberia,Gbarpolu County,New cases,0,12/12/14
Liberia,Grand Bassa,New cases,8,12/12/14
Liberia,Grand Cape Mount,New cases,2,12/12/14
Liberia,Grand Gedeh,New cases,0,12/12/14
Liberia,Grand Kru,New cases,0,12/12/14
Liberia,Lofa County,New cases,0,12/12/14
Liberia,Margibi County,New cases,0,12/12/14
Liberia,Maryland County,New cases,0,12/12/14
Liberia,Montserrado County,New cases,12,12/12/14
Liberia,Nimba County,New cases,0,12/12/14
Liberia,River Gee County,New cases,0,12/12/14
Liberia,RiverCess County,New cases,0,12/12/14
Liberia,Sinoe County,New cases,0,12/12/14
Liberia,National,New cases,26,12/12/14
Liberia,Bomi County,Suspected cases,85,12/12/14
Liberia,Bong County,Suspected cases,390,12/12/14
Liberia,Gbarpolu County,Suspected cases,26,12/12/14
Liberia,Grand Bassa,Suspected cases,49,12/12/14
Liberia,Grand Cape Mount,Suspected cases,47,12/12/14
Liberia,Grand Gedeh,Suspected cases,8,12/12/14
Liberia,Grand Kru,Suspected cases,14,12/12/14
Liberia,Lofa County,Suspected cases,171,12/12/14
Liberia,Margibi County,Suspected cases,409,12/12/14
Liberia,Maryland County,Suspected cases,17,12/12/14
Liberia,Montserrado County,Suspected cases,"1,732",12/12/14
Liberia,Nimba County,Suspected cases,78,12/12/14
Liberia,River Gee County,Suspected cases,7,12/12/14
Liberia,RiverCess County,Suspected cases,9,12/12/14
Liberia,Sinoe County,Suspected cases,21,12/12/14
Liberia,National,Suspected cases,"3,063",12/12/14
Liberia,Bomi County,Probable cases,74,12/12/14
Liberia,Bong County,Probable cases,33,12/12/14
Liberia,Gbarpolu County,Probable cases,3,12/12/14
Liberia,Grand Bassa,Probable cases,75,12/12/14
Liberia,Grand Cape Mount,Probable cases,50,12/12/14
Liberia,Grand Gedeh,Probable cases,0,12/12/14
Liberia,Grand Kru,Probable cases,18,12/12/14
Liberia,Lofa County,Probable cases,148,12/12/14
Liberia,Margibi County,Probable cases,464,12/12/14
Liberia,Maryland County,Probable cases,2,12/12/14
Liberia,Montserrado County,Probable cases,795,12/12/14
Liberia,Nimba County,Probable cases,131,12/12/14
Liberia,River Gee County,Probable cases,4,12/12/14
Liberia,RiverCess County,Probable cases,12,12/12/14
Liberia,Sinoe County,Probable cases,3,12/12/14
Liberia,National,Probable cases,"1,812",12/12/14
Liberia,Bomi County,Confirmed cases,137,12/12/14
Liberia,Bong County,Confirmed cases,135,12/12/14
Liberia,Gbarpolu County,Confirmed cases,10,12/12/14
Liberia,Grand Bassa,Confirmed cases,50,12/12/14
Liberia,Grand Cape Mount,Confirmed cases,68,12/12/14
Liberia,Grand Gedeh,Confirmed cases,2,12/12/14
Liberia,Grand Kru,Confirmed cases,4,12/12/14
Liberia,Lofa County,Confirmed cases,326,12/12/14
Liberia,Margibi County,Confirmed cases,383,12/12/14
Liberia,Maryland County,Confirmed cases,4,12/12/14
Liberia,Montserrado County,Confirmed cases,"1,676",12/12/14
Liberia,Nimba County,Confirmed cases,114,12/12/14
Liberia,River Gee County,Confirmed cases,8,12/12/14
Liberia,RiverCess County,Confirmed cases,20,12/12/14
Liberia,Sinoe County,Confirmed cases,16,12/12/14
Liberia,National,Confirmed cases,"2,953",12/12/14
Liberia,Bomi County,Cases,296,12/12/14
Liberia,Bong County,Cases,558,12/12/14
Liberia,Gbarpolu County,Cases,39,12/12/14
Liberia,Grand Bassa,Cases,174,12/12/14
Liberia,Grand Cape Mount,Cases,165,12/12/14
Liberia,Grand Gedeh,Cases,10,12/12/14
Liberia,Grand Kru,Cases,36,12/12/14
Liberia,Lofa County,Cases,645,12/12/14
Liberia,Margibi County,Cases,"1,256",12/12/14
Liberia,Maryland County,Cases,23,12/12/14
Liberia,Montserrado County,Cases,"4,203",12/12/14
Liberia,Nimba County,Cases,323,12/12/14
Liberia,River Gee County,Cases,19,12/12/14
Liberia,RiverCess County,Cases,41,12/12/14
Liberia,Sinoe County,Cases,40,12/12/14
Liberia,National,Cases,"7,828",12/12/14
Liberia,Bomi County,Deaths,161,12/12/14
Liberia,Bong County,Deaths,126,12/12/14
Liberia,Gbarpolu County,Deaths,10,12/12/14
Liberia,Grand Bassa,Deaths,73,12/12/14
Liberia,Grand Cape Mount,Deaths,88,12/12/14
Liberia,Grand Gedeh,Deaths,5,12/12/14
Liberia,Grand Kru,Deaths,27,12/12/14
Liberia,Lofa County,Deaths,384,12/12/14
Liberia,Margibi County,Deaths,558,12/12/14
Liberia,Maryland County,Deaths,19,12/12/14
Liberia,Montserrado County,Deaths,"1,751",12/12/14
Liberia,Nimba County,Deaths,54,12/12/14
Liberia,River Gee County,Deaths,8,12/12/14
Liberia,RiverCess County,Deaths,26,12/12/14
Liberia,Sinoe County,Deaths,14,12/12/14
Liberia,National,Deaths,"3,304",12/12/14
Liberia,Bomi County,New cases,1,12/13/14
Liberia,Bong County,New cases,2,12/13/14
Liberia,Gbarpolu County,New cases,0,12/13/14
Liberia,Grand Bassa,New cases,1,12/13/14
Liberia,Grand Cape Mount,New cases,2,12/13/14
Liberia,Grand Gedeh,New cases,0,12/13/14
Liberia,Grand Kru,New cases,0,12/13/14
Liberia,Lofa County,New cases,0,12/13/14
Liberia,Margibi County,New cases,0,12/13/14
Liberia,Maryland County,New cases,0,12/13/14
Liberia,Montserrado County,New cases,9,12/13/14
Liberia,Nimba County,New cases,0,12/13/14
Liberia,River Gee County,New cases,0,12/13/14
Liberia,RiverCess County,New cases,0,12/13/14
Liberia,Sinoe County,New cases,0,12/13/14
Liberia,National,New cases,15,12/13/14
Liberia,Bomi County,Suspected cases,89,12/13/14
Liberia,Bong County,Suspected cases,390,12/13/14
Liberia,Gbarpolu County,Suspected cases,26,12/13/14
Liberia,Grand Bassa,Suspected cases,50,12/13/14
Liberia,Grand Cape Mount,Suspected cases,47,12/13/14
Liberia,Grand Gedeh,Suspected cases,8,12/13/14
Liberia,Grand Kru,Suspected cases,14,12/13/14
Liberia,Lofa County,Suspected cases,171,12/13/14
Liberia,Margibi County,Suspected cases,410,12/13/14
Liberia,Maryland County,Suspected cases,17,12/13/14
Liberia,Montserrado County,Suspected cases,"1,733",12/13/14
Liberia,Nimba County,Suspected cases,78,12/13/14
Liberia,River Gee County,Suspected cases,7,12/13/14
Liberia,RiverCess County,Suspected cases,9,12/13/14
Liberia,Sinoe County,Suspected cases,21,12/13/14
Liberia,National,Suspected cases,"3,070",12/13/14
Liberia,Bomi County,Probable cases,74,12/13/14
Liberia,Bong County,Probable cases,33,12/13/14
Liberia,Gbarpolu County,Probable cases,3,12/13/14
Liberia,Grand Bassa,Probable cases,72,12/13/14
Liberia,Grand Cape Mount,Probable cases,50,12/13/14
Liberia,Grand Gedeh,Probable cases,0,12/13/14
Liberia,Grand Kru,Probable cases,18,12/13/14
Liberia,Lofa County,Probable cases,148,12/13/14
Liberia,Margibi County,Probable cases,464,12/13/14
Liberia,Maryland County,Probable cases,2,12/13/14
Liberia,Montserrado County,Probable cases,795,12/13/14
Liberia,Nimba County,Probable cases,131,12/13/14
Liberia,River Gee County,Probable cases,4,12/13/14
Liberia,RiverCess County,Probable cases,12,12/13/14
Liberia,Sinoe County,Probable cases,3,12/13/14
Liberia,National,Probable cases,"1,809",12/13/14
Liberia,Bomi County,Confirmed cases,137,12/13/14
Liberia,Bong County,Confirmed cases,135,12/13/14
Liberia,Gbarpolu County,Confirmed cases,10,12/13/14
Liberia,Grand Bassa,Confirmed cases,52,12/13/14
Liberia,Grand Cape Mount,Confirmed cases,69,12/13/14
Liberia,Grand Gedeh,Confirmed cases,2,12/13/14
Liberia,Grand Kru,Confirmed cases,4,12/13/14
Liberia,Lofa County,Confirmed cases,326,12/13/14
Liberia,Margibi County,Confirmed cases,383,12/13/14
Liberia,Maryland County,Confirmed cases,4,12/13/14
Liberia,Montserrado County,Confirmed cases,"1,676",12/13/14
Liberia,Nimba County,Confirmed cases,114,12/13/14
Liberia,River Gee County,Confirmed cases,8,12/13/14
Liberia,RiverCess County,Confirmed cases,20,12/13/14
Liberia,Sinoe County,Confirmed cases,16,12/13/14
Liberia,National,Confirmed cases,"2,956",12/13/14
Liberia,Bomi County,Cases,300,12/13/14
Liberia,Bong County,Cases,558,12/13/14
Liberia,Gbarpolu County,Cases,39,12/13/14
Liberia,Grand Bassa,Cases,174,12/13/14
Liberia,Grand Cape Mount,Cases,166,12/13/14
Liberia,Grand Gedeh,Cases,10,12/13/14
Liberia,Grand Kru,Cases,36,12/13/14
Liberia,Lofa County,Cases,645,12/13/14
Liberia,Margibi County,Cases,"1,257",12/13/14
Liberia,Maryland County,Cases,23,12/13/14
Liberia,Montserrado County,Cases,"4,204",12/13/14
Liberia,Nimba County,Cases,323,12/13/14
Liberia,River Gee County,Cases,19,12/13/14
Liberia,RiverCess County,Cases,41,12/13/14
Liberia,Sinoe County,Cases,40,12/13/14
Liberia,National,Cases,"7,835",12/13/14
Liberia,Bomi County,Deaths,165,12/13/14
Liberia,Bong County,Deaths,126,12/13/14
Liberia,Gbarpolu County,Deaths,10,12/13/14
Liberia,Grand Bassa,Deaths,75,12/13/14
Liberia,Grand Cape Mount,Deaths,89,12/13/14
Liberia,Grand Gedeh,Deaths,5,12/13/14
Liberia,Grand Kru,Deaths,27,12/13/14
Liberia,Lofa County,Deaths,384,12/13/14
Liberia,Margibi County,Deaths,559,12/13/14
Liberia,Maryland County,Deaths,19,12/13/14
Liberia,Montserrado County,Deaths,"1,752",12/13/14
Liberia,Nimba County,Deaths,54,12/13/14
Liberia,River Gee County,Deaths,8,12/13/14
Liberia,RiverCess County,Deaths,26,12/13/14
Liberia,Sinoe County,Deaths,14,12/13/14
Liberia,National,Deaths,"3,313",12/13/14
Liberia,Bomi County,New cases,0,12/14/14
Liberia,Bong County,New cases,0,12/14/14
Liberia,Gbarpolu County,New cases,0,12/14/14
Liberia,Grand Bassa,New cases,0,12/14/14
Liberia,Grand Cape Mount,New cases,0,12/14/14
Liberia,Grand Gedeh,New cases,0,12/14/14
Liberia,Grand Kru,New cases,1,12/14/14
Liberia,Lofa County,New cases,0,12/14/14
Liberia,Margibi County,New cases,4,12/14/14
Liberia,Maryland County,New cases,0,12/14/14
Liberia,Montserrado County,New cases,3,12/14/14
Liberia,Nimba County,New cases,2,12/14/14
Liberia,River Gee County,New cases,0,12/14/14
Liberia,RiverCess County,New cases,0,12/14/14
Liberia,Sinoe County,New cases,0,12/14/14
Liberia,National,New cases,10,12/14/14
Liberia,Bomi County,Suspected cases,89,12/14/14
Liberia,Bong County,Suspected cases,381,12/14/14
Liberia,Gbarpolu County,Suspected cases,22,12/14/14
Liberia,Grand Bassa,Suspected cases,49,12/14/14
Liberia,Grand Cape Mount,Suspected cases,47,12/14/14
Liberia,Grand Gedeh,Suspected cases,8,12/14/14
Liberia,Grand Kru,Suspected cases,14,12/14/14
Liberia,Lofa County,Suspected cases,171,12/14/14
Liberia,Margibi County,Suspected cases,404,12/14/14
Liberia,Maryland County,Suspected cases,17,12/14/14
Liberia,Montserrado County,Suspected cases,"1,717",12/14/14
Liberia,Nimba County,Suspected cases,78,12/14/14
Liberia,River Gee County,Suspected cases,7,12/14/14
Liberia,RiverCess County,Suspected cases,9,12/14/14
Liberia,Sinoe County,Suspected cases,21,12/14/14
Liberia,National,Suspected cases,"3,034",12/14/14
Liberia,Bomi County,Probable cases,68,12/14/14
Liberia,Bong County,Probable cases,33,12/14/14
Liberia,Gbarpolu County,Probable cases,3,12/14/14
Liberia,Grand Bassa,Probable cases,71,12/14/14
Liberia,Grand Cape Mount,Probable cases,43,12/14/14
Liberia,Grand Gedeh,Probable cases,0,12/14/14
Liberia,Grand Kru,Probable cases,18,12/14/14
Liberia,Lofa County,Probable cases,148,12/14/14
Liberia,Margibi County,Probable cases,451,12/14/14
Liberia,Maryland County,Probable cases,2,12/14/14
Liberia,Montserrado County,Probable cases,780,12/14/14
Liberia,Nimba County,Probable cases,130,12/14/14
Liberia,River Gee County,Probable cases,4,12/14/14
Liberia,RiverCess County,Probable cases,10,12/14/14
Liberia,Sinoe County,Probable cases,3,12/14/14
Liberia,National,Probable cases,"1,764",12/14/14
Liberia,Bomi County,Confirmed cases,138,12/14/14
Liberia,Bong County,Confirmed cases,138,12/14/14
Liberia,Gbarpolu County,Confirmed cases,12,12/14/14
Liberia,Grand Bassa,Confirmed cases,53,12/14/14
Liberia,Grand Cape Mount,Confirmed cases,74,12/14/14
Liberia,Grand Gedeh,Confirmed cases,3,12/14/14
Liberia,Grand Kru,Confirmed cases,4,12/14/14
Liberia,Lofa County,Confirmed cases,327,12/14/14
Liberia,Margibi County,Confirmed cases,387,12/14/14
Liberia,Maryland County,Confirmed cases,4,12/14/14
Liberia,Montserrado County,Confirmed cases,"1,720",12/14/14
Liberia,Nimba County,Confirmed cases,116,12/14/14
Liberia,River Gee County,Confirmed cases,8,12/14/14
Liberia,RiverCess County,Confirmed cases,21,12/14/14
Liberia,Sinoe County,Confirmed cases,16,12/14/14
Liberia,National,Confirmed cases,"3,021",12/14/14
Liberia,Bomi County,Cases,295,12/14/14
Liberia,Bong County,Cases,552,12/14/14
Liberia,Gbarpolu County,Cases,37,12/14/14
Liberia,Grand Bassa,Cases,173,12/14/14
Liberia,Grand Cape Mount,Cases,164,12/14/14
Liberia,Grand Gedeh,Cases,11,12/14/14
Liberia,Grand Kru,Cases,36,12/14/14
Liberia,Lofa County,Cases,646,12/14/14
Liberia,Margibi County,Cases,"1,242",12/14/14
Liberia,Maryland County,Cases,23,12/14/14
Liberia,Montserrado County,Cases,"4,217",12/14/14
Liberia,Nimba County,Cases,324,12/14/14
Liberia,River Gee County,Cases,19,12/14/14
Liberia,RiverCess County,Cases,40,12/14/14
Liberia,Sinoe County,Cases,40,12/14/14
Liberia,National,Cases,"7,819",12/14/14
Liberia,Bomi County,Deaths,165,12/14/14
Liberia,Bong County,Deaths,133,12/14/14
Liberia,Gbarpolu County,Deaths,10,12/14/14
Liberia,Grand Bassa,Deaths,75,12/14/14
Liberia,Grand Cape Mount,Deaths,91,12/14/14
Liberia,Grand Gedeh,Deaths,6,12/14/14
Liberia,Grand Kru,Deaths,27,12/14/14
Liberia,Lofa County,Deaths,385,12/14/14
Liberia,Margibi County,Deaths,558,12/14/14
Liberia,Maryland County,Deaths,19,12/14/14
Liberia,Montserrado County,Deaths,"1,774",12/14/14
Liberia,Nimba County,Deaths,55,12/14/14
Liberia,River Gee County,Deaths,8,12/14/14
Liberia,RiverCess County,Deaths,26,12/14/14
Liberia,Sinoe County,Deaths,14,12/14/14
Liberia,National,Deaths,"3,346",12/14/14
Sierra Leone,Kailahun,New cases,0,12/15/14
Sierra Leone,Kenema,New cases,1,12/15/14
Sierra Leone,Kono,New cases,0,12/15/14
Sierra Leone,Kambia,New cases,0,12/15/14
Sierra Leone,Koinadugu,New cases,1,12/15/14
Sierra Leone,Bombali,New cases,1,12/15/14
Sierra Leone,Tonkolili,New cases,0,12/15/14
Sierra Leone,Port,New cases,26,12/15/14
Sierra Leone,Pujehun,New cases,0,12/15/14
Sierra Leone,Bo,New cases,0,12/15/14
Sierra Leone,Moyamba,New cases,0,12/15/14
Sierra Leone,Bonthe,New cases,0,12/15/14
Sierra Leone,Western area rural,New cases,18,12/15/14
Sierra Leone,Western area urban,New cases,8,12/15/14
Sierra Leone,National,New cases,55,12/15/14
Sierra Leone,Kailahun,Suspected cases,18,12/15/14
Sierra Leone,Kenema,Suspected cases,125,12/15/14
Sierra Leone,Kono,Suspected cases,111,12/15/14
Sierra Leone,Kambia,Suspected cases,26,12/15/14
Sierra Leone,Koinadugu,Suspected cases,29,12/15/14
Sierra Leone,Bombali,Suspected cases,121,12/15/14
Sierra Leone,Tonkolili,Suspected cases,85,12/15/14
Sierra Leone,Port,Suspected cases,280,12/15/14
Sierra Leone,Pujehun,Suspected cases,17,12/15/14
Sierra Leone,Bo,Suspected cases,124,12/15/14
Sierra Leone,Moyamba,Suspected cases,72,12/15/14
Sierra Leone,Bonthe,Suspected cases,10,12/15/14
Sierra Leone,Western area rural,Suspected cases,378,12/15/14
Sierra Leone,Western area urban,Suspected cases,196,12/15/14
Sierra Leone,National,Suspected cases,"1,592",12/15/14
Sierra Leone,Kailahun,Probable cases,32,12/15/14
Sierra Leone,Kenema,Probable cases,0,12/15/14
Sierra Leone,Kono,Probable cases,1,12/15/14
Sierra Leone,Kambia,Probable cases,0,12/15/14
Sierra Leone,Koinadugu,Probable cases,32,12/15/14
Sierra Leone,Bombali,Probable cases,6,12/15/14
Sierra Leone,Tonkolili,Probable cases,4,12/15/14
Sierra Leone,Port,Probable cases,1,12/15/14
Sierra Leone,Pujehun,Probable cases,0,12/15/14
Sierra Leone,Bo,Probable cases,1,12/15/14
Sierra Leone,Moyamba,Probable cases,1,12/15/14
Sierra Leone,Bonthe,Probable cases,0,12/15/14
Sierra Leone,Western area rural,Probable cases,1,12/15/14
Sierra Leone,Western area urban,Probable cases,0,12/15/14
Sierra Leone,National,Probable cases,79,12/15/14
Sierra Leone,Kailahun,Confirmed cases,565,12/15/14
Sierra Leone,Kenema,Confirmed cases,496,12/15/14
Sierra Leone,Kono,Confirmed cases,124,12/15/14
Sierra Leone,Kambia,Confirmed cases,97,12/15/14
Sierra Leone,Koinadugu,Confirmed cases,90,12/15/14
Sierra Leone,Bombali,Confirmed cases,910,12/15/14
Sierra Leone,Tonkolili,Confirmed cases,400,12/15/14
Sierra Leone,Port,Confirmed cases,"1,044",12/15/14
Sierra Leone,Pujehun,Confirmed cases,31,12/15/14
Sierra Leone,Bo,Confirmed cases,297,12/15/14
Sierra Leone,Moyamba,Confirmed cases,173,12/15/14
Sierra Leone,Bonthe,Confirmed cases,4,12/15/14
Sierra Leone,Western area rural,Confirmed cases,"1,571",12/15/14
Sierra Leone,Western area urban,Confirmed cases,955,12/15/14
Sierra Leone,National,Confirmed cases,"6,757",12/15/14
Sierra Leone,Kailahun,Cases,615,12/15/14
Sierra Leone,Kenema,Cases,621,12/15/14
Sierra Leone,Kono,Cases,236,12/15/14
Sierra Leone,Kambia,Cases,123,12/15/14
Sierra Leone,Koinadugu,Cases,151,12/15/14
Sierra Leone,Bombali,Cases,"1,037",12/15/14
Sierra Leone,Tonkolili,Cases,489,12/15/14
Sierra Leone,Port,Cases,"1,325",12/15/14
Sierra Leone,Pujehun,Cases,48,12/15/14
Sierra Leone,Bo,Cases,422,12/15/14
Sierra Leone,Moyamba,Cases,246,12/15/14
Sierra Leone,Bonthe,Cases,14,12/15/14
Sierra Leone,Western area rural,Cases,"1,950",12/15/14
Sierra Leone,Western area urban,Cases,"1,151",12/15/14
Sierra Leone,National,Cases,"8,428",12/15/14
Sierra Leone,Kailahun,Deaths,267,12/15/14
Sierra Leone,Kenema,Deaths,267,12/15/14
Sierra Leone,Kono,Deaths,74,12/15/14
Sierra Leone,Kambia,Deaths,48,12/15/14
Sierra Leone,Koinadugu,Deaths,66,12/15/14
Sierra Leone,Bombali,Deaths,289,12/15/14
Sierra Leone,Tonkolili,Deaths,129,12/15/14
Sierra Leone,Port,Deaths,364,12/15/14
Sierra Leone,Pujehun,Deaths,21,12/15/14
Sierra Leone,Bo,Deaths,142,12/15/14
Sierra Leone,Moyamba,Deaths,78,12/15/14
Sierra Leone,Bonthe,Deaths,6,12/15/14
Sierra Leone,Western area rural,Deaths,411,12/15/14
Sierra Leone,Western area urban,Deaths,280,12/15/14
Sierra Leone,National,Deaths,"2,442",12/15/14
Sierra Leone,Kailahun,New cases,0,12/16/14
Sierra Leone,Kenema,New cases,0,12/16/14
Sierra Leone,Kono,New cases,0,12/16/14
Sierra Leone,Kambia,New cases,5,12/16/14
Sierra Leone,Koinadugu,New cases,0,12/16/14
Sierra Leone,Bombali,New cases,2,12/16/14
Sierra Leone,Tonkolili,New cases,0,12/16/14
Sierra Leone,Port,New cases,22,12/16/14
Sierra Leone,Pujehun,New cases,0,12/16/14
Sierra Leone,Bo,New cases,0,12/16/14
Sierra Leone,Moyamba,New cases,1,12/16/14
Sierra Leone,Bonthe,New cases,0,12/16/14
Sierra Leone,Western area rural,New cases,18,12/16/14
Sierra Leone,Western area urban,New cases,3,12/16/14
Sierra Leone,National,New cases,51,12/16/14
Sierra Leone,Kailahun,Suspected cases,18,12/16/14
Sierra Leone,Kenema,Suspected cases,127,12/16/14
Sierra Leone,Kono,Suspected cases,111,12/16/14
Sierra Leone,Kambia,Suspected cases,27,12/16/14
Sierra Leone,Koinadugu,Suspected cases,29,12/16/14
Sierra Leone,Bombali,Suspected cases,122,12/16/14
Sierra Leone,Tonkolili,Suspected cases,85,12/16/14
Sierra Leone,Port,Suspected cases,281,12/16/14
Sierra Leone,Pujehun,Suspected cases,17,12/16/14
Sierra Leone,Bo,Suspected cases,124,12/16/14
Sierra Leone,Moyamba,Suspected cases,73,12/16/14
Sierra Leone,Bonthe,Suspected cases,10,12/16/14
Sierra Leone,Western area rural,Suspected cases,379,12/16/14
Sierra Leone,Western area urban,Suspected cases,198,12/16/14
Sierra Leone,National,Suspected cases,"1,601",12/16/14
Sierra Leone,Kailahun,Probable cases,32,12/16/14
Sierra Leone,Kenema,Probable cases,0,12/16/14
Sierra Leone,Kono,Probable cases,1,12/16/14
Sierra Leone,Kambia,Probable cases,0,12/16/14
Sierra Leone,Koinadugu,Probable cases,32,12/16/14
Sierra Leone,Bombali,Probable cases,6,12/16/14
Sierra Leone,Tonkolili,Probable cases,4,12/16/14
Sierra Leone,Port,Probable cases,1,12/16/14
Sierra Leone,Pujehun,Probable cases,0,12/16/14
Sierra Leone,Bo,Probable cases,1,12/16/14
Sierra Leone,Moyamba,Probable cases,1,12/16/14
Sierra Leone,Bonthe,Probable cases,0,12/16/14
Sierra Leone,Western area rural,Probable cases,1,12/16/14
Sierra Leone,Western area urban,Probable cases,0,12/16/14
Sierra Leone,National,Probable cases,79,12/16/14
Sierra Leone,Kailahun,Confirmed cases,565,12/16/14
Sierra Leone,Kenema,Confirmed cases,496,12/16/14
Sierra Leone,Kono,Confirmed cases,124,12/16/14
Sierra Leone,Kambia,Confirmed cases,102,12/16/14
Sierra Leone,Koinadugu,Confirmed cases,90,12/16/14
Sierra Leone,Bombali,Confirmed cases,912,12/16/14
Sierra Leone,Tonkolili,Confirmed cases,400,12/16/14
Sierra Leone,Port,Confirmed cases,"1,066",12/16/14
Sierra Leone,Pujehun,Confirmed cases,31,12/16/14
Sierra Leone,Bo,Confirmed cases,297,12/16/14
Sierra Leone,Moyamba,Confirmed cases,174,12/16/14
Sierra Leone,Bonthe,Confirmed cases,4,12/16/14
Sierra Leone,Western area rural,Confirmed cases,"1,589",12/16/14
Sierra Leone,Western area urban,Confirmed cases,958,12/16/14
Sierra Leone,National,Confirmed cases,"6,808",12/16/14
Sierra Leone,Kailahun,Cases,615,12/16/14
Sierra Leone,Kenema,Cases,623,12/16/14
Sierra Leone,Kono,Cases,236,12/16/14
Sierra Leone,Kambia,Cases,129,12/16/14
Sierra Leone,Koinadugu,Cases,151,12/16/14
Sierra Leone,Bombali,Cases,"1,040",12/16/14
Sierra Leone,Tonkolili,Cases,489,12/16/14
Sierra Leone,Port,Cases,"1,348",12/16/14
Sierra Leone,Pujehun,Cases,48,12/16/14
Sierra Leone,Bo,Cases,422,12/16/14
Sierra Leone,Moyamba,Cases,248,12/16/14
Sierra Leone,Bonthe,Cases,14,12/16/14
Sierra Leone,Western area rural,Cases,"1,969",12/16/14
Sierra Leone,Western area urban,Cases,"1,156",12/16/14
Sierra Leone,National,Cases,"8,488",12/16/14
Sierra Leone,Kailahun,Deaths,267,12/16/14
Sierra Leone,Kenema,Deaths,267,12/16/14
Sierra Leone,Kono,Deaths,74,12/16/14
Sierra Leone,Kambia,Deaths,51,12/16/14
